NUTS_ID,Region_LTN,Spss code,PRG,RES,INT,KNW,GDP
UKE1,East Yorkshire and Northern Lincolnshire ,9220,-0.062070477,0.246255109,0.098661949,0.13454361,24380.34
UKE2,North Yorkshire ,9220,-0.062070477,0.246255109,0.098661949,0.13454361,23961.53
UKE3,South Yorkshire ,9220,-0.062070477,0.246255109,0.098661949,0.13454361,30633.29
UKE4,West Yorkshire ,9220,-0.062070477,0.246255109,0.098661949,0.13454361,63346.02
UKF1,Derbyshire and Nottinghamshire ,9250,-0.06335206,0.246999562,0.088913033,0.159001284,54146.78
UKF2,"Leicestershire, Rutland and Northamptonshire ",9250,-0.06335206,0.246999562,0.088913033,0.159001284,47148.74
UKF3,Lincolnshire ,9250,-0.06335206,0.246999562,0.088913033,0.159001284,15755.75
UKG1,"Herefordshire, Worcestershire and Warwickshire ",9240,-0.066549643,0.288032756,0.144534596,0.210204763,36543.72
UKG2,Shropshire and Staffordshire ,9240,-0.066549643,0.288032756,0.144534596,0.210204763,38949.45
UKG3,West Midlands ,9240,-0.066549643,0.288032756,0.144534596,0.210204763,74063.04
UKH1,East Anglia ,9260,-0.218861986,0.331767565,0.098482327,0.347978502,67894.51
UKH2,Bedfordshire and Hertfordshire ,9330,0.080125185,0.172955862,0.085617025,0.138697333,59631.91
UKH3,Essex ,9330,0.080125185,0.172955862,0.085617025,0.138697333,46335.46
UKI3,London,9325,0.163659641,0.157240834,0.086725375,0.165045162,170030.89
UKI4,London,9325,0.163659641,0.157240834,0.086725375,0.165045162,96703.2
UKI5,London,9325,0.163659641,0.157240834,0.086725375,0.165045162,41636.01
UKI6,London,9325,0.163659641,0.157240834,0.086725375,0.165045162,38629.66
UKI7,London,9325,0.163659641,0.157240834,0.086725375,0.165045162,73309.83
UKJ1,"Oxfordshire, Berkshire, Buckinghamshire",9320,-0.160201021,0.312512585,0.194732281,0.277022932,98677.14
UKJ2,"Surrey, East and West Sussex",9320,-0.160201021,0.312512585,0.194732281,0.277022932,90570.38
UKJ3,Hampshire and Isle of Wight,9320,-0.160201021,0.312512585,0.194732281,0.277022932,61430.53
UKJ4,Kent,9320,-0.160201021,0.312512585,0.194732281,0.277022932,46296.5
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",9310,-0.096619606,0.280112297,0.193936042,0.27013267,76645.71
UKK2,Dorset and Somerset,9310,-0.096619606,0.280112297,0.193936042,0.27013267,33699.7
UKK3,Cornwall and Isles of Scilly,9310,-0.096619606,0.280112297,0.193936042,0.27013267,11627.7
UKK4,Devon,9310,-0.096619606,0.280112297,0.193936042,0.27013267,28654.48
UKL1,West Wales and The Valleys,9230,-0.117013712,0.293322542,0.145626138,0.121766397,39892.59
UKL2,East Wales,9230,-0.117013712,0.293322542,0.145626138,0.121766397,32079.65
UKM5,North Eastern Scotland,9110,0.003397866,0.377387333,0.033949666,0.092904634,20034.76
UKM6,Highlands and Islands,9110,0.003397866,0.377387333,0.033949666,0.092904634,13858.11
UKM7,Eastern Scotland,9110,0.003397866,0.377387333,0.033949666,0.092904634,62706.44
UKM8,West Central Scotland,9110,0.003397866,0.377387333,0.033949666,0.092904634,43460.6
UKM9,Southern Scotland,9110,0.003397866,0.377387333,0.033949666,0.092904634,18086.8
UKN0,Northern Ireland,10150,-0.108637076,0.235541269,-0.049508886,-0.009215049,47002.64
